date,t,price_gold,price_btc,cash,gold_qty,btc_qty,nav_total,nav_cash,nav_gold,nav_btc,state_extreme,state_no_buy,hold_left_gold,hold_left_btc,profit_gold,profit_btc,chosen_buy_asset,sell_flag_gold,sell_flag_btc,dd
2016-09-11,0,1324.6,621.65,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,none,none,0,0,0.0,0.0,none,False,False,0.0
2016-09-12,1,1324.6,609.67,450.0,0.0,0.8844386082216771,989.2156862745098,450.0,0.0,539.2156862745098,none,none,0,12,0.0,35.88010000000011,btc,False,False,-0.010784313725490158
2016-09-13,2,1323.65,610.92,202.49999999999997,0.0,1.2816216417179278,985.4682933583164,202.49999999999997,0.0,782.9682933583164,none,none,0,12,0.4011111111109575,9.985599999999799,btc,False,False,-0.014531706641683573
2016-09-14,3,1321.75,608.82,91.12499999999999,0.0,1.460970507508454,980.593064381297,91.12499999999999,0.0,889.468064381297,none,none,0,12,3.610000000000346,15.563024999999497,btc,False,False,-0.019406935618702992
2016-09-15,4,1310.8,610.38,41.00624999999998,0.0,1.5414712274071478,981.8894577847749,41.00624999999998,0.0,940.8832077847749,none,none,0,12,105.67840000000412,3.640464000000059,btc,False,False,-0.018110542215225123
2016-09-16,5,1308.35,609.11,18.452812499999986,0.0,1.577772081498025,979.4895650612619,18.452812499999986,0.0,961.036752561262,none,none,0,12,89.87040000000034,0.4488999999999452,btc,False,False,-0.020510434938738054
2016-09-17,6,1308.35,607.04,8.303765624999992,0.0,1.5941631693272986,976.0245759334433,8.303765624999992,0.0,967.7208103084433,none,none,0,12,0.0,4.901796000000246,btc,False,False,-0.023975424066556728
2016-09-18,7,1308.35,611.58,3.736694531249995,0.0,1.6014844039656895,983.1725263085865,3.736694531249995,0.0,979.4358317773365,none,none,0,12,0.0,1.2000000000000455,btc,False,False,-0.016827473691413464
2016-09-19,8,1314.85,610.19,1.6815125390624974,0.001547578549363947,1.6014844039656895,980.9261146505178,1.6815125390624974,2.0348336556311857,977.2097684558241,none,none,12,11,6.5,0.0,gold,False,False,-0.019073885349482178
2016-09-20,9,1313.8,608.66,0.7566806425781238,0.001547578549363947,1.6029740664007597,978.4560845962187,0.7566806425781238,2.0332086981543536,975.6661952554863,none,none,11,12,5.4500000000000455,0.4303360000000823,btc,False,False,-0.02154391540378131
2016-09-21,10,1326.1,598.88,0.34050628916015574,0.001547578549363947,1.603655361605105,962.789873161537,0.34050628916015574,2.0522439143115303,960.3971229580653,none,none,10,12,17.75,70.39209999999977,btc,False,False,-0.03721012683846303
2016-09-22,11,1339.1,597.42,0.15322783012207006,0.001547578549363947,1.6039626936870413,960.4649827280874,0.15322783012207006,2.0723624354532615,958.2393924625121,none,none,9,12,24.25,62.82147600000071,btc,False,False,-0.039535017271912554
2016-09-23,12,1338.65,594.08,0.06895252355493152,0.001547578549363947,1.6041017706624918,955.1053984638341,0.06895252355493152,2.071666025106048,952.9647799151732,none,none,8,12,24.850000000000136,60.31075599999942,btc,False,False,-0.04489460153616587
2016-09-24,13,1338.65,603.88,0.031028635599719183,0.001547578549363947,1.6041633396535315,970.8248522106804,0.031028635599719183,2.071666025106048,968.7221575499747,none,none,7,12,0.0,5.0,btc,False,False,-0.029175147789319622
