date,t,price_gold,price_btc,cash,gold_qty,btc_qty,nav_total,nav_cash,nav_gold,nav_btc,state_extreme,state_no_buy,hold_left_gold,hold_left_btc,profit_gold,profit_btc,chosen_buy_asset,sell_flag_gold,sell_flag_btc,dd
2016-09-11,0,1324.6,621.65,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,none,none,0,0,0.0,0.0,none,False,False,0.0
2016-09-12,1,1324.6,609.67,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,none,none,0,0,0.0,0.0,none,False,False,0.0
2016-09-13,2,1323.65,610.92,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,none,none,0,0,0.0,0.0,none,False,False,0.0
2016-09-14,3,1321.75,608.82,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,none,none,0,0,0.0,0.0,none,False,False,0.0
2016-09-15,4,1310.8,610.38,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,none,none,0,0,0.0,0.0,none,False,False,0.0
2016-09-16,5,1308.35,609.11,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,none,none,0,0,0.0,0.0,none,False,False,0.0
2016-09-17,6,1308.35,607.04,1000.0,0.0,0.0,1000.0,1000.0,0.0,0.0,none,none,0,0,0.0,0.0,none,False,False,0.0
2016-09-18,7,1308.35,611.58,500.0,0.0,0.8015240498894217,990.1960784313726,500.0,0.0,490.19607843137254,none,none,0,12,0.0,2.759999999999991,btc,False,False,-0.009803921568627416
2016-09-19,8,1314.85,610.19,250.00000000000003,0.18825322468361222,0.8015240498894217,986.6067124772737,250.00000000000003,247.5247524752475,489.0819600020263,none,none,12,11,4.0499999999999545,0.0,gold,False,False,-0.013393287522726283
2016-09-20,9,1313.8,608.66,125.0,0.2824550638049578,0.8015240498894217,983.9450910326489,125.0,371.08946282695354,487.8556282056954,none,none,12,10,5.4500000000000455,0.0,gold,False,False,-0.016054908967351178
2016-09-21,10,1326.1,598.88,62.50000000000001,0.32911910733019106,0.8015240498894217,978.9615712283432,62.50000000000001,436.4448482305663,480.01672299777687,none,none,12,9,17.75,0.0,gold,False,False,-0.021038428771656736
2016-09-22,11,1339.1,597.42,31.250000000000007,0.3522246215258493,0.8015240498894217,981.760488570203,31.250000000000007,471.6639906852648,478.8464978849383,none,none,12,8,30.75,0.0,gold,False,False,-0.018239511429796962
2016-09-23,12,1338.65,594.08,15.625000000000004,0.36378126219346446,0.8015240498894217,978.7701941935888,15.625000000000004,486.9757866352812,476.1694075583077,none,none,12,7,23.800000000000182,0.0,gold,False,False,-0.021229805806411095
2016-09-24,13,1338.65,603.88,15.625000000000004,0.36378126219346446,0.8015240498894217,986.6251298825052,15.625000000000004,486.9757866352812,484.024343247224,gold,none,11,6,24.850000000000136,0.0,none,False,False,-0.01337487011749472
2016-09-25,14,1338.65,601.74,15.625000000000004,0.36378126219346446,0.8015240498894217,984.9098684157418,15.625000000000004,486.9757866352812,482.30908178046064,gold,none,10,5,12.550000000000182,2.8600000000000136,none,False,False,-0.015090131584258204
2016-09-26,15,1340.5,598.98,15.625000000000004,0.36378126219346446,0.8015240498894217,983.3706573731049,15.625000000000004,487.6487819703391,480.0968754027658,gold,none,9,4,1.400000000000091,0.0,none,False,False,-0.016629342626895083
2016-09-27,16,1327.0,605.96,15.625000000000004,0.36378126219346446,0.8015240498894217,984.0542482017213,15.625000000000004,482.73773493072736,485.691513270994,gold,none,8,3,0.0,11.879999999999995,none,False,False,-0.01594575179827873
2016-09-28,17,1322.5,605.67,15.625000000000004,0.36378126219346446,0.8015240498894217,982.1847905473828,15.625000000000004,481.10071925085674,485.459071296526,gold,none,7,2,0.0,1.7899999999999636,none,False,False,-0.017815209452617164
2016-09-29,18,1318.1,603.85,15.625000000000004,0.36378126219346446,0.8015240498894217,979.1253792229328,15.625000000000004,479.5000816972055,484.0002975257273,gold,none,6,1,0.0,2.1100000000000136,none,False,False,-0.020874620777067254
2016-09-30,19,1322.5,609.39,15.625000000000004,0.36378126219346446,0.8015240498894217,985.1664600129714,15.625000000000004,481.10071925085674,488.4407407621147,gold,none,5,0,0.0,10.409999999999968,none,False,False,-0.014833539987028632
2016-10-01,20,1322.5,614.82,15.625000000000004,0.36378126219346446,0.8015240498894217,989.518735603871,15.625000000000004,481.10071925085674,492.7930163530143,gold,none,4,0,0.0,8.860000000000014,none,False,False,-0.010481264396128953
2016-10-02,21,1322.5,612.98,15.625000000000004,0.36378126219346446,0.8015240498894217,988.0439313520744,15.625000000000004,481.10071925085674,491.31821210121774,gold,none,3,0,0.0,7.310000000000059,none,False,False,-0.011956068647925533
2016-10-03,22,1313.3,611.85,15.625000000000004,0.36378126219346446,0.8015240498894217,983.7914215635196,15.625000000000004,477.7539316386769,490.4124899248427,gold,none,2,0,0.0,8.0,none,False,False,-0.01620857843648038
2016-10-04,23,1283.3,609.62,15.625000000000004,0.36378126219346446,0.8015240498894217,971.0905850664622,15.625000000000004,466.84049377287295,488.62509129358926,gold,none,1,0,0.0,0.0,none,False,False,-0.028909414933537825
2016-10-05,24,1269.4,607.18,15.625000000000004,0.36378126219346446,0.8015240498894217,964.0783068402429,15.625000000000004,461.7839342283838,486.66937261185905,gold,none,0,0,0.0,0.0,none,False,False,-0.03592169315975702
2016-10-06,25,1254.5,612.08,15.625000000000004,0.36378126219346446,0.8015240498894217,962.5854338780184,15.625000000000004,456.3635934217012,490.5968404563173,gold,none,0,0,0.0,0.0,none,False,False,-0.037414566121981574
2016-10-07,26,1258.75,617.21,15.625000000000004,0.36378126219346446,0.8015240498894217,968.2433226182734,15.625000000000004,457.9096637860234,494.70865883225,gold,none,0,0,0.0,5.360000000000014,none,False,False,-0.031756677381726606
2016-10-08,27,1258.75,614.74,15.625000000000004,0.36378126219346446,0.8015240498894217,966.2635582150465,15.625000000000004,457.9096637860234,492.7288944290231,gold,none,0,0,0.0,5.1200000000000045,none,False,False,-0.0337364417849535
2016-10-09,28,1258.75,615.65,15.625000000000004,0.36378126219346446,0.8015240498894217,966.9929451004458,15.625000000000004,457.9096637860234,493.45828131442244,both,none,0,0,0.0,8.470000000000027,none,False,False,-0.033007054899554245
2016-10-10,29,1259.5,617.54,15.625000000000004,0.36378126219346446,0.8015240498894217,968.7806615013819,15.625000000000004,458.1824997326685,494.97316176871345,both,none,0,0,0.0,5.459999999999923,none,False,False,-0.03121933849861802
2016-10-11,30,1253.45,614.77,15.625000000000004,0.36378126219346446,0.8015240498894217,964.3595632469178,15.625000000000004,455.98162309639804,492.75294015051975,both,none,0,0,0.0,0.0,none,False,False,-0.03564043675308226
2016-10-12,31,1256.5,635.01,15.625000000000004,0.36378126219346446,0.8015240498894217,981.6919428663698,15.625000000000004,457.0911559460881,508.9757869202817,both,none,0,0,0.0,20.269999999999982,none,False,False,-0.01830805713363015
2016-10-13,32,1261.05,635.96,15.625000000000004,0.36378126219346446,0.8015240498894217,984.108595456745,15.625000000000004,458.74636068906835,509.7372347676767,both,none,0,0,2.2999999999999545,20.31000000000006,none,False,False,-0.015891404543254994
2016-10-14,33,1251.75,634.02,15.625000000000004,0.36378126219346446,0.8015240498894217,979.1704730615603,15.625000000000004,455.36319495066914,508.18227811089116,both,none,0,0,0.0,16.480000000000018,none,False,False,-0.020829526938439646
2016-10-15,34,1251.75,637.94,15.625000000000004,0.36378126219346446,0.8015240498894217,982.3124473371269,15.625000000000004,455.36319495066914,511.3242523864577,both,none,0,0,0.0,23.170000000000073,none,False,False,-0.01768755266287314
2016-10-16,35,1251.75,641.42,15.625000000000004,0.36378126219346446,0.8015240498894217,985.101751030742,15.625000000000004,455.36319495066914,514.1135560800728,both,none,0,0,0.0,6.409999999999968,none,False,False,-0.014898248969258066
2016-10-17,36,1254.8,638.97,15.625000000000004,0.36378126219346446,0.8015240498894217,984.247549958203,15.625000000000004,456.47272780035917,512.1498221578438,both,none,0,0,0.0,3.009999999999991,none,False,False,-0.01575245004179704
2016-10-18,37,1258.2,636.29,15.625000000000004,0.36378126219346446,0.8015240498894217,983.3363217959571,15.625000000000004,457.709584091817,510.0017377041401,both,none,0,0,6.4500000000000455,0.0,none,False,False,-0.01666367820404291
2016-10-19,38,1269.05,629.25,15.625000000000004,0.36378126219346446,0.8015240498894217,981.6406191795347,15.625000000000004,461.65661078661606,504.3590083929186,both,none,0,0,17.299999999999955,0.0,none,False,False,-0.018359380820465288
2016-10-20,39,1271.65,627.72,15.625000000000004,0.36378126219346446,0.8015240498894217,981.360118664907,15.625000000000004,462.60244206831914,503.1326765965878,both,none,0,0,19.90000000000009,0.0,none,False,False,-0.01863988133509309
2016-10-21,40,1266.05,631.92,15.625000000000004,0.36378126219346446,0.8015240498894217,982.689344606159,15.625000000000004,460.56526700003565,506.49907760612336,both,none,0,0,11.25,0.0,none,False,False,-0.017310655393841023
2016-10-22,41,1266.05,655.48,15.625000000000004,0.36378126219346446,0.8015240498894217,1001.5732512215538,15.625000000000004,460.56526700003565,525.3829842215182,both,none,0,0,7.849999999999909,19.190000000000055,none,False,False,0.0
2016-10-23,42,1266.05,653.25,15.625000000000004,0.36378126219346446,0.8015240498894217,999.7858525903004,15.625000000000004,460.56526700003565,523.5955855902647,both,none,0,0,0.0,24.0,none,False,False,-0.0017845910212493932
2016-10-24,43,1265.55,651.39,15.625000000000004,0.36378126219346446,0.8015240498894217,998.1131272264093,15.625000000000004,460.3833763689389,522.1047508574704,both,none,0,0,0.0,23.66999999999996,none,False,False,-0.003454688901609937
2016-10-25,44,1269.4,655.31,15.625000000000004,0.36378126219346446,0.8015240498894217,1002.6556593614207,15.625000000000004,461.7839342283838,525.2467251330369,both,none,0,0,3.3500000000001364,23.389999999999986,none,False,False,0.0
