date,t,asset,side,qty,price,notional,fee_paid,cash_change,reason,signal_score
2016-09-18,7,btc,buy,0.8175545308872101,611.58,500.0,10.0,-510.0,buy_momentum,5632.6530612244715
2016-09-19,8,gold,buy,0.18633304179183938,1314.85,245.0,2.45,-247.45,buy_momentum,6328.124999999929
2016-09-20,9,gold,buy,0.09230857055868474,1313.8,121.275,1.21275,-122.48775,buy_momentum,6728.395061728451
2016-09-21,10,gold,buy,0.04526892768267854,1326.1,60.03112500000001,0.6003112500000001,-60.63143625000001,buy_momentum,17750.0
2016-09-22,11,gold,buy,0.022190580893883954,1339.1,29.715406875000003,0.29715406875000006,-30.012560943750003,buy_momentum,25413.22314049587
2016-09-23,12,gold,buy,0.010988030032588799,1338.65,14.709126403124996,0.14709126403124997,-14.856217667156246,buy_momentum,16527.777777777905
2016-09-24,13,gold,sell,0.0,1338.65,0.0,0.0,0.0,blocked_by_hold,0.0
2016-09-25,14,gold,sell,0.0,1338.65,0.0,0.0,0.0,blocked_by_hold,0.0
2016-09-26,15,gold,sell,0.0,1340.5,0.0,0.0,0.0,blocked_by_hold,0.0
2016-09-27,16,gold,sell,0.0,1327.0,0.0,0.0,0.0,blocked_by_hold,0.0
2016-09-28,17,gold,sell,0.0,1322.5,0.0,0.0,0.0,blocked_by_hold,0.0
2016-09-29,18,gold,sell,0.0,1318.1,0.0,0.0,0.0,blocked_by_hold,0.0
2016-09-30,19,gold,sell,0.0,1322.5,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-01,20,gold,sell,0.0,1322.5,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-02,21,gold,sell,0.0,1322.5,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-03,22,gold,sell,0.0,1313.3,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-04,23,gold,sell,0.0,1283.3,0.0,0.0,0.0,blocked_by_hold,0.0
2016-11-23,73,gold,sell,0.35708915095967536,1185.35,423.27562509005116,4.232756250900512,419.04286883915063,extreme_sell,-25.65000000000009
2017-01-05,116,btc,sell,0.8175545308872101,994.67,813.1969652375813,16.263939304751624,796.9330259328297,extreme_sell,-3.050000000000068
