date,t,asset,side,qty,price,notional,fee_paid,cash_change,reason,signal_score
2016-09-12,1,btc,buy,1.6402316007020192,609.67,1000.0,20.0,-1020.0,buy_reversion,63.78684444444464
2016-09-17,6,gold,buy,0.0,1308.35,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-09-18,7,gold,buy,0.0,1308.35,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-01,20,gold,buy,0.0,1322.5,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-08,27,gold,buy,0.0,1258.75,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-09,28,gold,buy,0.0,1258.75,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-12,31,btc,sell,1.6402316007020192,635.01,1041.5634687617892,20.831269375235784,1020.7321993865534,sell_signal,0.44640000000003965
2016-10-12,31,gold,buy,0.015097754547668273,1256.5,18.970328589145186,0.18970328589145186,-19.160031875036637,buy_reversion,2.381877777778358
2016-10-14,33,gold,buy,0.1711341344247531,1251.75,214.21715276618468,2.142171527661847,-216.35932429384653,buy_reversion,27.31804444444229
2016-10-15,34,gold,buy,0.0,1251.75,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-16,35,gold,buy,0.0,1251.75,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-17,36,gold,buy,0.00031190181761153507,1254.8,0.3913744007389542,0.003913744007389542,-0.3952881447463437,buy_reversion,0.06417777777777624
2016-10-18,37,btc,buy,0.04288184960323474,636.29,27.28529208404223,0.5457058416808446,-27.830997925723075,buy_reversion,2.269999999999982
2016-10-19,38,btc,buy,1.1712142346399694,629.25,736.9865571472008,14.739731142944015,-751.7262882901448,buy_reversion,81.4446084444428
2016-10-22,41,btc,sell,0.0,655.48,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-23,42,btc,sell,0.0,653.25,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-24,43,btc,sell,0.0,651.39,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-25,44,btc,sell,0.0,655.31,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-26,45,btc,sell,0.0,651.45,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-27,46,btc,sell,0.0,682.22,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-28,47,btc,sell,0.0,687.68,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-29,48,btc,sell,0.0,685.91,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-30,49,btc,sell,0.0,698.0,0.0,0.0,0.0,blocked_by_hold,0.0
2017-01-05,116,btc,sell,1.2140960842432043,994.67,1207.6249521141879,24.152499042283758,1183.472453071904,extreme_sell,-3.050000000000068
2017-01-06,117,btc,buy,0.0,999.65,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-07,118,btc,buy,0.0,896.83,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-08,119,btc,buy,0.0,908.14,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-09,120,btc,buy,0.0,910.49,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-10,121,btc,buy,0.0,906.05,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-11,122,btc,buy,0.0,785.22,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-12,123,btc,buy,0.0,780.92,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-13,124,btc,buy,0.0,826.29,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-14,125,btc,buy,0.0,817.91,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-19,130,gold,buy,0.3395368871494164,1196.05,406.1030938750594,4.061030938750594,-410.16412481381,buy_reversion,41.55951111111174
2017-01-20,131,gold,buy,0.2720771919004111,1200.55,326.6422727360385,3.2664227273603847,-329.9086954633989,buy_reversion,51.69610000000078
2017-01-21,132,btc,buy,0.0,895.64,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-21,132,gold,buy,0.0,1200.55,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-01-22,133,gold,buy,0.0,1200.55,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-01-25,136,btc,buy,0.0,893.045625,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-25,136,gold,buy,0.2886821138752292,1195.0,344.97512608089886,3.4497512608089886,-348.4248773417078,buy_reversion,96.1707111111101
2017-01-26,137,btc,buy,0.0,915.95625,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-26,137,gold,buy,0.06744139220815602,1189.7,80.23502431004323,0.8023502431004323,-81.03737455314366,buy_reversion,253.34027777777294
2017-01-28,139,gold,buy,0.0,1184.85,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-01-29,140,gold,buy,0.0,1184.85,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-01-30,141,btc,buy,0.0,912.19,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-02-07,149,gold,sell,1.1542813759232455,1231.0,1420.9203737615153,14.209203737615153,1406.7111700239002,sell_signal,1.092847519264069
2017-02-09,151,btc,buy,0.0,976.103,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-02-10,152,btc,buy,0.0,999.1035,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-02-10,152,gold,buy,0.15639019028440707,1228.3,192.09407072633718,1.9209407072633717,-194.01501143360056,buy_reversion,16.782677777777057
2017-02-11,153,btc,buy,0.0,997.59,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-02-11,153,gold,buy,0.0,1228.3,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-02-12,154,btc,buy,0.0,1000.604625,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-02-12,154,gold,buy,0.0,1228.3,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-02-13,155,gold,buy,0.5833593717749556,1222.25,713.0109921519394,7.130109921519394,-720.1411020734588,buy_reversion,71.91040000000031
2017-02-15,157,gold,buy,0.024926920378914898,1224.4,30.5205213119434,0.305205213119434,-30.825726525062834,buy_reversion,7.599211111111078
2017-02-20,162,gold,buy,0.04517018305146846,1237.3,55.88906748958192,0.5588906748958192,-56.44795816447774,buy_reversion,15.002711111110242
2017-02-21,163,gold,buy,0.1514744224304244,1233.2,186.79825774119936,1.8679825774119936,-188.66624031861136,buy_reversion,56.95217777777714
2017-02-22,164,gold,buy,0.011462339776960942,1236.65,14.17490248517875,0.1417490248517875,-14.316651510030537,buy_reversion,8.122499999999482
2017-02-24,166,gold,sell,0.0,1253.65,0.0,0.0,0.0,blocked_by_hold,0.0
2017-02-25,167,gold,sell,0.0,1253.65,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-02-26,168,gold,sell,0.0,1253.65,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-02-27,169,gold,sell,0.0,1257.2,0.0,0.0,0.0,blocked_by_hold,0.0
2017-02-28,170,gold,sell,0.0,1255.6,0.0,0.0,0.0,blocked_by_hold,0.0
2017-03-01,171,gold,buy,0.16244447739080772,1240.4,201.49612975555792,2.0149612975555793,-203.5110910531135,buy_reversion,177.86667777778175
2017-03-04,174,gold,buy,0.0,1226.5,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-03-05,175,gold,buy,0.0,1226.5,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-03-07,177,btc,buy,0.0,1279.5,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-08,178,btc,buy,0.0,1157.3933,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-09,179,btc,buy,0.0,1192.469143,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-10,180,btc,buy,0.0,1192.09,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-11,181,btc,buy,0.0,1179.159875,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-11,181,gold,buy,0.0,1202.65,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-03-12,182,gold,buy,0.0,1202.65,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-03-17,187,btc,buy,0.0,1091.171888,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-18,188,btc,buy,0.0,952.2323625,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-19,189,btc,buy,0.0,967.69,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-20,190,btc,buy,0.0,1049.084488,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-23,193,btc,buy,0.0,1038.789,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-24,194,btc,buy,0.0,941.9197143,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-25,195,btc,buy,0.0,927.93,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-26,196,btc,buy,0.0,956.7863125,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-26,196,gold,buy,0.0,1247.5,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-03-27,197,gold,sell,1.135227905087939,1257.55,1427.6058520433376,14.276058520433375,1413.329793522904,sell_signal,4.762050351581365
2017-03-30,200,gold,buy,0.1374119929878785,1248.8,171.6000968432627,1.716000968432627,-173.31609781169533,buy_reversion,15.184011111111843
2017-03-31,201,btc,buy,0.0,1034.74,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-31,201,gold,buy,0.693437411414159,1244.85,863.2255615989159,8.632255615989159,-871.857817214905,buy_reversion,86.80027777777664
2017-04-01,202,gold,buy,0.0,1244.85,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-04-02,203,gold,buy,0.0,1244.85,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-04-05,206,gold,buy,0.003986927301070117,1245.8,4.966914031673152,0.04966914031673152,-5.0165831719898835,buy_reversion,1.6899999999998818
2017-04-10,211,gold,buy,0.26244889475042876,1250.05,328.07424088277344,3.2807424088277344,-331.3549832916012,buy_reversion,113.56454444444141
2017-04-11,212,gold,buy,0.020749131039181606,1252.9,25.996586278990637,0.25996586278990635,-26.256552141780542,buy_reversion,109.41160000000076
2017-04-12,213,gold,sell,0.0,1274.3,0.0,0.0,0.0,blocked_by_hold,0.0
2017-04-13,214,gold,sell,0.0,1284.15,0.0,0.0,0.0,blocked_by_hold,0.0
2017-04-13,214,btc,buy,0.0,1180.023713,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-04-14,215,gold,sell,0.0,1284.15,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-04-14,215,btc,buy,0.0,1185.260057,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-04-15,216,gold,sell,0.0,1284.15,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-04-15,216,btc,buy,0.0,1170.36,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-04-16,217,gold,sell,0.0,1284.15,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-04-16,217,btc,buy,0.0,1186.927413,0.0,0.0,0.0,blocked_by_no_buy,0.0
