date,t,asset,side,qty,price,notional,fee_paid,cash_change,reason,signal_score
2016-09-12,1,btc,buy,1.6402316007020192,609.67,1000.0,20.0,-1020.0,buy_reversion,63.78684444444464
2016-09-17,6,gold,buy,0.0,1308.35,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-09-18,7,gold,buy,0.0,1308.35,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-01,20,gold,buy,0.0,1322.5,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-08,27,gold,buy,0.0,1258.75,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-09,28,gold,buy,0.0,1258.75,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-12,31,btc,sell,1.6402316007020192,635.01,1041.5634687617892,20.831269375235784,1020.7321993865534,sell_signal,0.44640000000003965
2016-10-12,31,gold,buy,1.4743900925457298e-05,1256.5,0.018525711512837096,0.00018525711512837095,-0.018710968627965466,buy_reversion,0.0023260525173616777
2016-10-14,33,gold,buy,0.0001509267869806646,1251.75,0.1889226056030469,0.0018892260560304693,-0.1908118316590774,buy_reversion,0.023631526336022744
2016-10-15,34,gold,buy,0.0,1251.75,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-16,35,gold,buy,0.0,1251.75,0.0,0.0,0.0,blocked_by_calendar,0.0
2016-10-17,36,gold,buy,2.97892207806654e-07,1254.8,0.0003737951423557894,3.7379514235578937e-06,-0.0003775330937793473,buy_reversion,4.687931174417549e-05
2016-10-18,37,btc,buy,0.05609736134860289,636.29,35.69419005250253,0.7138838010500506,-36.40807385355258,buy_reversion,2.269999999999982
2016-10-19,38,btc,buy,1.5321640448146523,629.25,964.1142251996199,19.282284503992397,-983.3965097036123,buy_reversion,81.4446084444428
2016-10-22,41,btc,sell,0.0,655.48,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-23,42,btc,sell,0.0,653.25,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-24,43,btc,sell,0.0,651.39,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-25,44,btc,sell,0.0,655.31,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-26,45,btc,sell,0.0,651.45,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-27,46,btc,sell,0.0,682.22,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-28,47,btc,sell,0.0,687.68,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-29,48,btc,sell,0.0,685.91,0.0,0.0,0.0,blocked_by_hold,0.0
2016-10-30,49,btc,sell,0.0,698.0,0.0,0.0,0.0,blocked_by_hold,0.0
2017-01-05,116,btc,sell,1.5882614061632552,994.67,1579.795972868405,31.5959194573681,1548.2000534110368,extreme_sell,-3.050000000000068
2017-01-06,117,btc,buy,0.0,999.65,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-07,118,btc,buy,0.0,896.83,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-08,119,btc,buy,0.0,908.14,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-09,120,btc,buy,0.0,910.49,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-10,121,btc,buy,0.0,906.05,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-11,122,btc,buy,0.0,785.22,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-12,123,btc,buy,0.0,780.92,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-13,124,btc,buy,0.0,826.29,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-14,125,btc,buy,0.0,817.91,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-19,130,gold,buy,2.5882921546995917e-05,1196.05,0.030957268316284463,0.00030957268316284464,-0.03126684099944731,buy_reversion,0.0024217418047381705
2017-01-20,131,gold,buy,3.147202304986405e-05,1200.55,0.03778373727251429,0.00037783737272514286,-0.03816157464523943,buy_reversion,0.0029669478879706603
2017-01-21,132,btc,buy,0.0,895.64,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-21,132,gold,buy,0.0,1200.55,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-01-22,133,gold,buy,0.0,1200.55,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-01-25,136,btc,buy,0.0,893.045625,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-25,136,gold,buy,5.4856777091081944e-05,1195.0,0.06555384862384292,0.0006555384862384292,-0.06620938711008136,buy_reversion,0.005123912361399653
2017-01-26,137,btc,buy,0.0,915.95625,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-01-26,137,gold,buy,0.00014368675747471172,1189.7,0.17094413536766453,0.0017094413536766454,-0.17265357672134118,buy_reversion,0.013302892132838319
2017-01-27,138,gold,buy,0.00023752979853662053,1184.85,0.2814371817961148,0.0028143718179611484,-0.28425155361407595,buy_reversion,0.021814652450701733
2017-01-28,139,gold,buy,0.0,1184.85,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-01-29,140,gold,buy,0.0,1184.85,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-01-30,141,btc,buy,0.0,912.19,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-02-07,149,gold,sell,0.0,1231.0,0.0,0.0,0.0,blocked_by_hold,0.0
2017-02-08,150,gold,sell,0.0006593968578132027,1242.1,0.8190368370897789,0.00819036837089779,0.8108464687188811,sell_signal,12.743770535609883
2017-02-09,151,btc,buy,0.0,976.103,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-02-10,152,btc,buy,0.0,999.1035,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-02-10,152,gold,buy,7.2663384834246305e-06,1228.3,0.008925243559190473,8.925243559190473e-05,-0.009014495994782377,buy_reversion,0.0007169327086922575
2017-02-11,153,btc,buy,0.0,997.59,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-02-11,153,gold,buy,0.0,1228.3,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-02-12,154,btc,buy,0.0,1000.604625,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-02-12,154,gold,buy,0.0,1228.3,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-02-13,155,gold,buy,3.02458635914481e-05,1222.25,0.03696800677464744,0.00036968006774647444,-0.03733768684239391,buy_reversion,0.0029548980933596447
2017-02-15,157,gold,buy,3.1048502785348945e-06,1224.4,0.003801578681038125,3.8015786810381253e-05,-0.0038395944678485065,buy_reversion,0.0003044067902223633
2017-02-20,162,gold,buy,5.639964756442627e-06,1237.3,0.006978328393146462,6.978328393146462e-05,-0.007048111677077927,buy_reversion,0.0005646697696981536
2017-02-21,163,gold,buy,2.1290481511951118e-05,1233.2,0.02625542180053812,0.0002625542180053812,-0.026517976018543502,buy_reversion,0.0021174961993522135
2017-02-22,164,gold,buy,2.982981585756932e-06,1236.65,0.00368890417802631,3.68890417802631e-05,-0.0037257932198065734,buy_reversion,0.0002983471074379975
2017-02-24,166,gold,sell,0.0,1253.65,0.0,0.0,0.0,blocked_by_hold,0.0
2017-02-25,167,gold,sell,0.0,1253.65,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-02-26,168,gold,sell,0.0,1253.65,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-02-27,169,gold,sell,0.0,1257.2,0.0,0.0,0.0,blocked_by_hold,0.0
2017-02-28,170,gold,sell,0.0,1255.6,0.0,0.0,0.0,blocked_by_hold,0.0
2017-03-01,171,gold,buy,5.9749664447268466e-05,1240.4,0.07411348378039181,0.0007411348378039182,-0.07485461861819573,buy_reversion,0.006012259254251682
2017-03-02,172,gold,buy,6.610088719115537e-05,1238.1,0.08183950843136946,0.0008183950843136946,-0.08265790351568315,buy_reversion,0.006627026555440397
2017-03-03,173,gold,buy,0.0001672365981246394,1226.5,0.20511568759987023,0.002051156875998702,-0.20716684447586892,buy_reversion,0.016454696789536174
2017-03-04,174,gold,buy,0.0,1226.5,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-03-05,175,gold,buy,0.0,1226.5,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-03-07,177,btc,buy,0.0,1279.5,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-07,177,gold,buy,3.121878248627001e-05,1216.65,0.03798233171192041,0.00037982331711920416,-0.03836215502903962,buy_reversion,0.0030229404255917255
2017-03-08,178,btc,buy,0.0,1157.3933,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-08,178,gold,buy,8.06665902202268e-05,1209.2,0.09754204089429824,0.0009754204089429824,-0.09851746130324122,buy_reversion,0.007715839427955179
2017-03-09,179,btc,buy,0.0,1192.469143,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-09,179,gold,buy,7.816027140565676e-05,1206.55,0.09430427546449516,0.0009430427546449516,-0.0952473182191401,buy_reversion,0.007443854938271797
2017-03-10,180,btc,buy,0.0,1192.09,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-10,180,gold,buy,7.25446782177804e-05,1202.65,0.0872458572586136,0.0008724585725861361,-0.08811831583119974,buy_reversion,0.006864870153875376
2017-03-11,181,btc,buy,0.0,1179.159875,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-11,181,gold,buy,0.0,1202.65,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-03-12,182,gold,buy,0.0,1202.65,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-03-15,185,gold,buy,5.328312826005956e-06,1198.8,0.0063875814158159405,6.387581415815941e-05,-0.0064514572299740995,buy_reversion,0.0005010216338433663
2017-03-17,187,btc,buy,0.0,1091.171888,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-18,188,btc,buy,0.0,952.2323625,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-19,189,btc,buy,0.0,967.69,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-20,190,btc,buy,0.0,1049.084488,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-22,192,gold,sell,0.0,1249.05,0.0,0.0,0.0,blocked_by_hold,0.0
2017-03-23,193,gold,sell,0.0,1247.5,0.0,0.0,0.0,blocked_by_hold,0.0
2017-03-23,193,btc,buy,0.0,1038.789,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-24,194,gold,sell,0.0,1247.5,0.0,0.0,0.0,blocked_by_hold,0.0
2017-03-24,194,btc,buy,0.0,941.9197143,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-25,195,gold,sell,0.0,1247.5,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-03-25,195,btc,buy,0.0,927.93,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-26,196,btc,buy,0.0,956.7863125,0.0,0.0,0.0,blocked_by_no_buy,0.0
2017-03-26,196,gold,buy,0.0,1247.5,0.0,0.0,0.0,blocked_by_calendar,0.0
2017-03-27,197,gold,sell,0.0006315362651265616,1257.55,0.7941884302099075,0.007941884302099075,0.7862465459078084,sell_signal,11.696578443571525
